id,original_text,segmented_text,equation,ans
1000024,"Goran will rent a car for the weekend and can choose between two plans. The first plan has a $65 initial fee and costs $0.40 per mile driven. The second plan has no initial fee, but costs $0.60 per mile driven. How many miles does Goran need to drive for the two plans to cost the same amount?",,x=65.0/(0.6-0.4),325
1100024,Goran will rent a car for the weekend. He can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. Goran's car gets 35 miles per gallon. How many miles would Goran need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
1200024,Goran will rent a car for the weekend. He can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. Goran has $100 in his wallet. How many miles would Goran need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
1300024,Goran will rent a car for the weekend. He can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. Goran's rental car is a red Sedan. How many miles would Goran need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
1400024,Goran will rent a car for the weekend. He can choose 1 of 2 plans. The first plan has an initial fee of $65 and costs an additional $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. Goran's rental car has 4 doors. How many miles would Goran need to drive for the 2 plans to cost the same?,,x=65.0/(0.6-0.4),325
1500024,"Goran will rent a car for the weekend and can choose between two plans. The first plan has a $65 initial fee and costs $0.40 per mile driven. The second plan has no initial fee, but costs $0.60 per mile driven. How many miles does Goran need to drive for the two plans to cost the same amount?",,x=65.0/(0.6-0.4),325
1600024,Goran can choose between two plans for his weekend car rental. The first plan has an initial fee of $65 and costs $0.40 per mile driven. The second plan has no initial fee but costs $0.60 per mile driven. How many miles does Goran need to drive for the two plans to cost the same?,,x=65.0/(0.6-0.4),325
25,James has 232 balloons . Amy has 101 balloons . How many more balloons does James have than Amy ?,James has 232 balloons . Amy has 101 balloons . How many more balloons does James have than Amy ?,X=(232.0-101.0),131
100025,James has 232 balloons. Rachel has 101 balloons. How many more balloons does James have than Rachel?,,X=(232.0-101.0),131
200025,James has 232 balloons. Emily has 101 balloons. How many more balloons does James have than Emily?,,X=(232.0-101.0),131
300025,James has 232 balloons. Sarah has 101 balloons. How many more balloons does James have than Sarah?,,X=(232.0-101.0),131
400025,James has 232 balloons. Tim has 101 balloons. How many more balloons does James have than Tim?,,X=(232.0-101.0),131
500025,James has 232 balloons. Kim has 101 balloons. How many more balloons does James have than Kim?,,X=(232.0-101.0),131
600025,"James has 232 balloons, while Amy has 101 balloons. How many more balloons does James have?",,X=(232.0-101.0),131
700025,James has 232 balloons and Amy has 101 balloons. How many more balloons does James have in total?,,X=(232.0-101.0),131
800025,"James has 232 balloons. In contrast, Amy has 101 balloons. How many more balloons does James have?",,X=(232.0-101.0),131
900025,"While Amy has 101 balloons, James has 232 balloons. How many more balloons does James have?",,X=(232.0-101.0),131
1000025,"Amy has 101 balloons, but James has 232 balloons. How many more balloons does James have than Amy?",,X=(232.0-101.0),131
1100025,"James has 232 balloons, which is three times the number of sides on a hexagon. Amy has 101 balloons, which is the sum of the first nine prime numbers. How many more balloons does James have than Amy?",,X=(232.0-101.0),131
1200025,"James has 232 balloons, which is the atomic number of thallium. Amy has 101 balloons, which is the year the first modern Olympic Games were held. How many more balloons does James have than Amy?",,X=(232.0-101.0),131
1300025,"James has 232 balloons, which is the number of players in a full set of Mah Jong tiles. Amy has 101 balloons, which is the number of keys on a standard piano. How many more balloons does James have than Amy?",,X=(232.0-101.0),131
1400025,"James has 232 balloons, which is the temperature at which water boils at sea level in degrees Fahrenheit. Amy has 101 balloons, which is the number of dots on a pair of dice. How many more balloons does James have than Amy?",,X=(232.0-101.0),131
1500025,"James has 232 balloons, which is the year the first computer game was created. Amy has 101 balloons, which is the number of yards in a mile. How many more balloons does James have than Amy?",,X=(232.0-101.0),131
1600025,James has 131 more balloons than Amy who has 101 balloons. How many balloons does James have?,,X=(131.0+101.0),232
26,Beth has 4 packs of crayons . Each pack has 10 crayons in it . She also has 6 extra crayons . How many crayons does Beth have altogether ?,Beth has 4 packs of crayons . Each pack has 10 crayons in it . She also has 6 extra crayons . How many crayons does Beth have altogether ?,X=((4.0*10.0)+6.0),46
100026,Alice has 4 boxes of markers. Each box has 10 markers in it. She also has 6 extra markers. How many markers does Alice have altogether?,,X=((4.0*10.0)+6.0),46
200026,Bill has 4 sets of colored pencils. Each set has 10 colored pencils in it. He also has 6 extra colored pencils. How many colored pencils does Bill have altogether?,,X=((4.0*10.0)+6.0),46
300026,Charlie has 4 containers of paints. Each container has 10 paints in it. He also has 6 extra paints. How many paints does Charlie have altogether?,,X=((4.0*10.0)+6.0),46
400026,Daisy has 4 bunches of pens. Each bunch has 10 pens in it. She also has 6 extra pens. How many pens does Daisy have altogether?,,X=((4.0*10.0)+6.0),46
500026,Evan has 4 packages of highlighters. Each package has 10 highlighters in it. He also has 6 extra highlighters. How many highlighters does Evan have altogether?,,X=((4.0*10.0)+6.0),46
600026,"Beth has a total of 4 packs of crayons, each containing 10 crayons, and an additional 6 extra crayons. How many crayons does Beth have in total?",,X=((4.0*10.0)+6.0),46
700026,"Beth has 4 packs of crayons, each with 10 crayons, as well as 6 extra crayons. How many crayons does Beth have in total?",,X=((4.0*10.0)+6.0),46
800026,"In total, Beth has 4 packs of crayons, each pack having 10 crayons, and 6 extra crayons. How many crayons does Beth have?",,X=((4.0*10.0)+6.0),46
900026,"Beth has a total of 4 packs of crayons, with 10 crayons in each pack, and also 6 extra crayons. How many crayons does Beth have?",,X=((4.0*10.0)+6.0),46
1000026,"Beth has 4 packs of crayons, each with 10 crayons, plus an additional 6 extra crayons. How many crayons does Beth have in total?",,X=((4.0*10.0)+6.0),46
1100026,Beth has 4 packs of crayons and also has 6 extra crayons. She also has 7 dogs. How many crayons does Beth have altogether?,,X=((4.0*10.0)+6.0),46
1200026,Beth has 4 packs of crayons and also has 6 extra crayons. She also has 2 bikes. How many crayons does Beth have altogether?,,X=((4.0*10.0)+6.0),46
1300026,Beth has 4 packs of crayons and also has 6 extra crayons. She also has 8 cats. How many crayons does Beth have altogether?,,X=((4.0*10.0)+6.0),46
1400026,Beth has 4 packs of crayons and also has 6 extra crayons. She also has 12 birds. How many crayons does Beth have altogether?,,X=((4.0*10.0)+6.0),46
1500026,Beth has 4 packs of crayons and also has 6 extra crayons. She also has 3 hamsters. How many crayons does Beth have altogether?,,X=((4.0*10.0)+6.0),46
1600026,"Beth has 46 crayons in total. How many packs of crayons, each containing 10 crayons, does she have given that she has 6 extra crayons?",,X=((46.0-6.0)/10.0),4
27,"Bianca had 45 coloring books . If she gave away 6 of them , but then bought 20 more , how many would she have total ?","Bianca had 45 coloring books . If she gave away 6 of them , but then bought 20 more , how many would she have total ?",X=((45.0+20.0)-6.0),59
100027,"Jake had 45 puzzle books. If he gave away 6 of them, but then bought 20 more, how many would he have total?",,X=((45.0+20.0)-6.0),59
200027,"Sarah had 45 board games. If she gave away 6 of them, but then bought 20 more, how many would she have total?",,X=((45.0+20.0)-6.0),59
300027,"Michael had 45 toy cars. If he gave away 6 of them, but then bought 20 more, how many would he have total?",,X=((45.0+20.0)-6.0),59
400027,"Emily had 45 dolls. If she gave away 6 of them, but then bought 20 more, how many would she have total?",,X=((45.0+20.0)-6.0),59
500027,"Matthew had 45 stuffed animals. If he gave away 6 of them, but then bought 20 more, how many would he have total?",,X=((45.0+20.0)-6.0),59
600027,"Bianca initially had 45 coloring books, but then gave away 6 of them. However, she bought 20 more, so how many coloring books does she have in total?",,X=((45.0+20.0)-6.0),59
700027,"With 45 coloring books to start with, Bianca gave away 6 of them. After buying 20 more, how many coloring books does she have in total?",,X=((45.0+20.0)-6.0),59
800027,"Bianca began with 45 coloring books and gave away 6 of them. After purchasing 20 more, how many coloring books does she have in total?",,X=((45.0+20.0)-6.0),59
900027,"Initially having 45 coloring books, Bianca gave away 6 of them and then bought 20 more. How many coloring books does she have in total?",,X=((45.0+20.0)-6.0),59
1000027,"Starting with 45 coloring books, Bianca gave away 6 of them, but then bought 20 more. In total, how many coloring books does she have?",,X=((45.0+20.0)-6.0),59
1100027,"Bianca had 45 coloring books and gave away 6 of them, but then bought 20 more. She also has 8 cats. How many coloring books would she have total?",,X=((45.0+20.0)-6.0),59
1200027,"Bianca had 45 coloring books and gave away 6 of them, but then bought 20 more. She also has 3 dogs. How many coloring books would she have total?",,X=((45.0+20.0)-6.0),59
1300027,"Bianca had 45 coloring books and gave away 6 of them, but then bought 20 more. She also has 5 birds. How many coloring books would she have total?",,X=((45.0+20.0)-6.0),59
1400027,"Bianca had 45 coloring books and gave away 6 of them, but then bought 20 more. She also has 9 fish. How many coloring books would she have total?",,X=((45.0+20.0)-6.0),59
1500027,"Bianca had 45 coloring books and gave away 6 of them, but then bought 20 more. She also has 2 hamsters. How many coloring books would she have total?",,X=((45.0+20.0)-6.0),59
1600027,"Bianca has a total of 59 coloring books. If she gave away 6 of them initially and bought 20 more, how many did she start with?",,X=((59.0+6.0)-20.0),45
28,Sunshine Car Rentals rents a basic car at a daily rate of 17.99 dollars plus 0.18 per mile . City Rentals rents a basic car at 18.95 dollars plus 0.16 per mile . For what mileage is the cost the same ?,Sunshine Car Rentals rents a basic car at a daily rate of 17.99 dollars plus 0.18 per mile . City Rentals rents a basic car at 18.95 dollars plus 0.16 per mile . For what mileage is the cost the same ?,x=(18.95-17.99)/(0.18-0.16),48
100028,The daily rate for renting a basic car at Sunshine Car Rentals is $17.99 plus $0.18 per mile. City Rentals rents a basic car at $18.95 plus $0.16 per mile. For what mileage is the cost the same?,,x=(18.95-17.99)/(0.18-0.16),48
200028,The cost of renting a basic car at Sunshine Car Rentals is $17.99 per day plus $0.18 per mile. City Rentals charges $18.95 per day plus $0.16 per mile to rent a basic car. For what mileage is the cost the same?,,x=(18.95-17.99)/(0.18-0.16),48
300028,Sunshine Car Rentals charges $17.99 per day plus $0.18 per mile for a basic car rental. City Rentals charges $18.95 per day plus $0.16 per mile for a basic car rental. For what mileage is the cost the same?,,x=(18.95-17.99)/(0.18-0.16),48
